NEWID,FINCATAX
1018064,0
1018104,70000
1018114,20800
1018124,11425
1018144,0
1018155,43300
1018194,25916
1018214,8916
1018224,13140
1018234,39915
1018244,32487
1018254,1440
1018264,15405
1018274,46701
1018294,37300
1018304,49398
1018314,32200
1018324,58745
1018334,25946
1018344,0
1018404,346
1018414,546
1018425,15000
1018444,0
1018454,5760
1018474,23319
1018494,0
1018504,27065
1018524,3000
1018534,7980
1018544,16270
1018555,0
1018574,60338
1018584,-230
1018604,55800
1018614,546
1018624,0
1018634,0
1018644,21754
1018654,24956
1018664,0
1018674,1432
1018684,17167
1018694,0
1018704,45782
1018714,2400
1018734,1260
1018744,8400
1018754,12354
1018764,17368
1018774,14387
1018784,39750
1018794,17550
1018804,0
1018814,698193
1018824,51400
1018844,83000
1018855,45875
1018864,8460
1018874,14000
1018904,546
1018924,24669
1018934,46158
1018944,0
1018954,10370
1018964,900
1018974,104331
1019004,20269
1019014,36206
1019024,8586
1019034,102306
1019054,75997
1019064,48417
1019074,25000
1019084,8985
1019104,1092
1019124,23483
1019134,0
1019154,21040
1019184,15062
1019194,0
1019215,0
1019224,250
1019244,9030
1019254,44967
1019284,36597
1019294,0
1019304,6330
1019315,37226
1019324,0
1019334,49100
1019344,300
1019364,16644
1019374,11800
1019384,11874
1019394,8109
1019404,15000
1019444,104419
1019454,11688
1019464,39068
1019474,60000
1019485,0
1019494,55630
1019504,42908
1019514,13760
1019524,49773
1019534,13092
1019544,0
1019554,17040
1019604,17346
1019654,29502
1019664,18980
1019675,2483
1019684,123000
1019694,40346
1019704,54500
1019734,2928
1019744,13380
1019764,22920
1019774,33600
1019794,15622
1019804,45647
1019814,81045
1019824,31400
1019834,6747
1019844,53662
1019864,6918
1019874,0
1019884,0
1019904,0
1019924,13870
1019934,-900
1019944,34220
1019954,29386
1019964,3591
1019974,13390
1019984,19594
1020014,0
1020024,0
1020054,546
1020074,0
1020104,19646
1020115,35000
1020134,20000
1020165,58700
1020174,31424
1020184,82217
1020204,0
1020214,39138
1020234,47053
1020244,0
1020254,1092
1020265,87000
1020274,65416
1020284,17594
1020294,23500
1020314,0
1020324,318488
1020334,14561
1020344,1092
1020364,79503
1020374,23050
1020395,34050
1020404,16836
1020424,59125
1020434,7332
1020444,0
1020454,28062
1020474,30500
1020484,0
1020494,6247
1020504,1546
1020514,546
1020534,33746
1020564,68154
1020594,45696
1020604,0
1020615,13591
1020624,0
1020634,14916
1020654,4540
1020664,49698
1020674,34565
1020684,35896
1020694,22200
1020704,24060
1020714,2954
1020724,35000
1020734,0
1020744,12864
1020754,600
1020764,9354
1020774,22738
1020784,15249
1020794,30940
1020804,152291
1020814,65000
1020824,52432
1020834,21076
1020854,0
1020864,0
1020894,30000
1020904,1092
1020914,21686
1020924,72467
1020934,0
1020944,33430
1020955,0
1020964,105000
1020984,6624
1020994,0
1021024,16265
1021034,33500
1021044,70000
1021064,11442
1021084,101361
1021094,51874
1021105,34000
1021114,10146
1021124,26937
1021134,67400
1021144,0
1021154,0
1021164,7464
1021174,60563
1021184,67000
1021225,33000
1021254,9012
1021264,0
1021274,51993
1021284,0
1021295,0
1021304,29374
1021324,0
1021334,43080
1021354,62504
1021364,14184
1021374,60400
1021394,1620
1021414,27850
1021424,21952
1021434,69073
1021444,15144
1021454,0
1021464,0
1021474,-210
1021494,0
1021504,11755
1021524,0
1021534,65650
1021544,34064
1021564,2472
1021574,20292
1021584,96000
1021594,46270
1021604,200000
1021624,38980
1021644,38000
1021654,0
1021664,15000
1021674,85719
1021684,10000
1021704,25345
1021714,11286
1021734,0
1021744,0
1021754,18565
1021764,25000
1021774,84496
1021784,56000
1021794,40200
1021804,18386
1021824,14224
1021834,12546
1021854,47628
1021885,3800
1021894,76700
1021904,0
1021914,8466
1021924,14895
1021934,23004
1021954,260209
1021964,33000
1021974,28848
1022004,93391
1022014,1092
1022045,13600
1022054,76800
1022064,3000
1022074,5300
1022084,25021
1022094,28118
1022114,46200
1022124,122755
1022135,49000
1022144,0
1022164,0
1022194,18196
1022204,-1200
1022215,47341
1022225,0
1022234,42500
1022244,23550
1022274,546
1022314,20400
1022324,0
1022364,10734
1022394,19758
1022404,39500
1022415,87309
1022434,36950
1022444,80000
1022484,546
1022494,10410
1022504,19400
1022514,2400
1022524,16388
1022534,-500
1022544,38700
1022554,15382
1022564,70175
1022575,97350
1022594,81535
1022614,66446
1022624,171300
1022634,8250
1022644,50000
1022664,35208
1022674,75000
1022684,7800
1022694,80000
1022705,13600
1022714,45201
1022724,34546
1022734,546
1022744,549443
1022754,70951
1022764,1960
1022774,24613
1022784,19347
1022794,13902
1022814,41847
1022824,0
1022834,12066
1022854,28500
1022864,17672
1022884,70044
1022894,55498
1022904,-57335
1022934,24468
1022954,7000
1022964,38111
1022974,20058
1022994,32549
1023004,106000
1023014,28920
1023025,18000
1023034,546
1023044,0
1023054,14646
1023074,68700
1023094,54500
1023164,0
1023194,40000
1023205,17779
1023214,0
1023224,24384
1023234,22000
1023244,108100
1023254,0
1023264,48257
1023284,46571
1023294,65947
1023304,30000
1023314,42617
1023324,20292
1023335,2000
1023364,29958
1023374,0
1023384,19000
1023394,82887
1023404,75732
1023414,19666
1023425,0
1023434,0
1023454,18000
1023464,59304
1023475,0
1023494,41852
1023505,51751
1023524,50115
1023544,22269
1023574,69000
1023585,0
1023614,8100
1023634,102007
1023654,28665
1023665,17940
1023674,0
1023684,955
1023694,36407
1023704,5918
1023714,21618
1023724,6885
1023734,3600
1023744,102000
1023754,73025
1023764,9030
1023785,3653
1023794,15528
1023804,71269
1023814,10806
1023824,0
1023834,21316
1023844,53283
1023864,10146
1023874,6826
1023884,35000
1023895,8878
1023914,13401
1023924,49612
1023934,60000
1023944,6546
1023954,30612
1023964,46737
1023974,69950
1023984,12900
1023994,14063
1024014,28300
1024024,39200
1024034,0
1024045,59600
1024054,48976
1024065,24510
1024074,25800
1024094,14984
1024104,93000
1024115,0
1024124,0
1024134,30512
1024154,6739
1024174,18768
1024185,1451
1024194,44020
1024204,17232
1024224,19260
1024234,34653
1024244,0
1024254,0
1024264,33296
1024274,24732
1024284,3750
1024294,0
1024304,0
1024334,67000
1024344,32640
1024355,95000
1024364,78100
1024374,1792
1024384,79919
1024404,20546
1024424,28381
1024434,14050
1024444,24550
1024454,25498
1024464,19296
1024474,30000
1024484,3500
1024494,2680
1024505,4000
1024514,49315
1024524,0
1024534,77000
1024545,8732
1024555,0
1024564,41777
1024584,8546
1024594,200
1024604,4500
1024614,29
1024624,42000
1024635,35925
1024664,33820
1024674,26532
1024684,8500
1024704,68156
1024724,21130
1024734,18000
1024744,588
1024754,0
1024774,0
1024784,101634
1024794,0
1024804,0
1024814,1565
1024834,53629
1024844,0
1024854,27207
1024864,89083
1024874,31078
1024884,73843
1024895,0
1024904,0
1024924,58434
1024934,7102
1024944,37990
1024954,19236
1024974,0
1024984,31515
1024994,0
1025004,84342
1025014,39070
1025034,23852
1025054,8000
1025074,26105
1025085,19000
1025104,55000
1025114,60854
1025124,45026
1025144,60070
1025154,11000
1025164,30652
1025174,76700
1025184,19027
1025194,41536
1025215,23079
1025224,0
1025234,18240
1025254,121046
1025295,35800
1025304,41400
1025315,14766
1025334,12300
1025344,25242
1025354,46580
1025375,25900
1025384,64000
1025404,128921
1025415,0
1025424,22822
1025434,50081
1025444,6141
1025455,0
1025474,0
1025484,51753
1025494,43200
1025534,229150
1025544,1092
1025554,8000
1025564,546
1025574,39776
1025584,85470
1025604,0
1025614,54082
1025625,0
1025634,13722
1025644,24057
1025654,77371
1025664,0
1025674,11880
1025684,13746
1025694,-7067
1025704,13708
1025714,23158
1025734,19866
1025744,11990
1025754,1040
1025764,42400
1025774,34196
1025784,95900
1025794,11173
1025814,16326
1025834,0
1025844,25372
1025855,54620
1025884,47886
1025894,67588
1025914,115500
1025924,12000
1025934,6314
1025945,53430
1025954,31288
1025964,27033
1025974,8946
1025995,14185
1026004,26200
1026014,70847
1026024,22000
1026044,8946
1026055,4500
1026074,30592
1026085,26259
1026094,8946
1026104,34200
1026114,40497
1026124,29608
1026144,7300
1026174,43555
1026194,44771
1026214,44229
1026224,0
1026254,11346
1026264,1524
1026274,60000
1026284,150276
1026294,25000
1026304,13868
1026324,0
1026334,55015
1026354,10379
1026364,84592
1026394,10794
1026405,35462
1026424,546
1026434,68300
1026464,8153
1026474,38693
1026494,19000
1026514,22537
1026524,0
1026534,33300
1026554,27589
1026584,13000
1026594,1500
1026604,57771
1026625,13733
1026644,-104
1026654,69800
1026664,20058
1026674,181308
1026684,39664
1026694,61139
1026704,0
1026724,0
1026744,14516
1026754,68000
1026764,85687
1026774,22596
1026784,16386
1026794,127
1026804,97780
1026814,14340
1026824,18109
1026834,36530
1026844,52927
1026854,0
1026874,63733
1026884,35378
1026894,91318
1026934,31240
1026954,22416
1026994,0
1027004,68003
1027034,6486
1027064,42726
1027074,99800
1027085,66715
1027094,51219
1027124,39804
1027175,0
1027184,0
1027194,75000
1027224,0
1027234,24259
1027244,107000
1027275,1880
1027284,0
1027305,11925
1027334,25000
1027344,1092
1027355,8000
1027364,27000
1027374,90250
1027395,33625
1027424,67746
1027434,37016
1027444,93295
1027454,11346
1027464,42281
1027474,47222
1027484,9546
1027494,16890
1027504,58162
1027514,0
1027524,19000
1027534,41581
1027544,40731
1027554,14780
1027584,75000
1027595,24347
1027604,97260
1027614,7100
1027634,92392
1027644,1794
1027654,6648
1027674,0
1027694,30000
1027714,0
1027724,19200
1027764,8316
1027774,0
1027784,121940
1027795,0
1027805,0
1027815,100750
1027824,37912
1027835,20607
1027844,16566
1027865,29090
1027874,35894
1027884,0
1027894,51265
1027914,74700
1027924,542
1027944,40032
1027954,53095
1027974,55081
1027994,0
1028004,15187
1028014,0
1028024,53406
1028044,12157
1028054,63300
1028064,16800
1028074,29961
1028104,0
1028114,143069
1028134,32350
1028175,20196
1028184,0
1028204,0
1028214,38000
1028224,21419
1028234,42833
1028265,41817
1028294,0
1028304,-1255
1028315,0
1028324,71433
1028334,151000
1028344,44527
1028354,18019
1028384,23834
1028414,61250
1028424,0
1028434,5946
1028454,47292
1028464,85000
1028484,5260
1028494,8537
1028504,32900
1028514,53630
1028535,9810
1028544,35625
1028594,43746
1028604,19092
1028614,0
1028644,0
1028654,0
1028664,0
1028674,47000
1028684,136927
1028694,103528
1028704,770
1028734,34617
1028744,22500
1028754,40450
1028764,34730
1028775,26839
1028785,600
1028794,52065
1028814,63014
1028824,0
1028844,44100
1028854,0
1028864,46494
1028884,100046
1028894,2266
1028904,0
1028924,23040
1028934,14400
1028955,6000
1028974,18460
1028984,165463
1029004,292
1029014,30000
1029035,92886
1029044,44000
1029074,83560
1029085,68700
1029094,0
1029104,67788
1029114,20668
1029124,1092
1029135,6303
1029144,0
1029164,7092
1029175,44500
1029184,50339
1029215,5000
1029224,100000
1029234,4640
1029264,22567
1029274,30000
1029304,15000
1029315,71516
1029324,600
1029335,0
1029354,18240
1029364,13662
1029414,28200
1029434,1104
1029444,35092
1029454,34878
1029464,62300
1029474,34667
1029484,6126
1029504,12438
1029514,22392
1029524,0
1029534,50000
1029554,29710
1029574,0
1029594,51700
1029614,1930
1029625,74700
1029634,105242
1029654,47157
1029664,20400
1029684,62000
1029694,7890
1029754,15330
1029764,88800
1029804,1092
1029814,123600
1029824,41920
1029834,92133
1029845,39037
1029864,10338
1029874,19114
1029885,48404
1029894,20998
1029915,0
1029944,8946
1029954,6192
1029974,12492
1029994,10308
1030004,13482
1030014,50043
1030025,24250
1030044,0
1030054,546
1030064,0
1030075,50000
1030084,0
1030094,19412
1030114,-1200
1030125,20793
1030134,9022
1030154,16932
1030164,86100
1030174,96262
1030184,0
1030194,65000
1030214,67014
1030224,36402
1030245,29933
1030255,0
1030264,50705
1030274,0
1030284,0
1030294,0
1030304,122255
1030324,0
1030344,0
1030354,20440
1030384,90258
1030394,29898
1030404,23254
1030425,22597
1030434,65128
1030474,11922
1030494,43285
1030504,3563
1030514,2900
1030535,19775
1030544,21534
1030554,101200
1030564,4056
1030574,17846
1030584,90125
1030604,46000
1030614,29966
1030624,31279
1030644,26707
1030664,67200
1030674,30590
1030684,30544
1030694,6710
1030704,400
1030734,0
1030754,29220
1030794,14503
1030804,0
1030824,84000
1030844,32212
1030854,14361
1030874,3028
1030884,6480
1030905,12167
1030914,28177
1030924,0
1030944,46046
1030955,69200
1030964,14545
1030984,32980
1030995,0
1031014,10160
1031024,60000
1031054,12546
1031064,73862
1031074,1092
1031094,170332
1031104,25495
1031114,546
1031124,20860
1031164,20337
1031174,0
1031195,30250
1031204,16000
1031214,0
1031224,1482
1031234,12354
1031244,1092
1031274,39990
1031284,0
1031304,37100
1031314,30896
1031324,0
1031334,28220
1031344,6546
1031354,22130
1031374,22302
1031394,28146
1031404,13356
1031414,32539
1031425,21275
1031435,500
1031444,25000
1031454,33690
1031464,8514
1031474,5155
1031484,100000
1031494,49423
1031534,19798
1031544,0
1031554,34746
1031574,42369
1031594,13494
1031604,154400
1031614,33112
1031624,30340
1031634,163307
1031654,19620
1031664,68445
1031674,81631
1031694,30000
1031704,23880
1031724,18606
1031744,9822
1031764,26770
1031774,5256
1031784,19418
1031804,46139
1031814,67000
1031825,0
1031834,5746
1031844,85800
1031864,93760
1031874,0
1031894,20174
1031904,7298
1031914,0
1031924,54513
1031934,5833
1031954,64716
1031984,20914
1031994,49033
1032004,38348
1032024,680
1032034,83502
1032044,18588
1032064,5696
1032074,5200
1032104,48000
1032124,38422
1032134,11346
1032145,52557
1032154,8886
1032164,-1000
1032174,22500
1032204,52866
1032214,17634
1032224,18900
1032234,30411
1032264,0
1032274,24820
1032284,16233
1032294,23958
1032304,1092
1032314,0
1032324,36411
1032354,0
1032364,546
1032384,61942
1032414,58933
1032424,0
1032434,12000
1032444,41040
1032475,12054
1032484,18546
1032494,52556
1032504,34525
1032514,0
1032524,34000
1032534,0
1032554,65000
1032574,69209
1032584,70163
1032594,0
1032604,19605
1032614,0
1032634,32493
1032654,0
1032664,46000
1032674,0
1032685,0
1032694,21593
1032704,25218
1032714,47356
1032724,19009
1032734,65000
1032744,127177
1032764,1824
1032774,17300
1032784,8729
1032794,1092
1032814,130500
1032834,150000
1032854,22366
1032864,64300
1032894,20355
1032904,72655
1032914,94765
1032935,105000
1032964,0
1032974,22041
1032984,62640
1032994,9556
1033004,0
1033014,8800
1033024,3261
1033054,47200
1033064,7120
1033084,113010
1033094,16000
1033104,39587
1033115,14905
1033124,165819
1033134,0
1033144,65836
1033164,546
1033174,83664
1033184,3112
1033194,94451
1033204,48106
1033214,15100
1033224,0
1033234,90000
1033244,3600
1033284,0
1033294,7332
1033304,16500
1033314,91776
1033324,14034
1033334,28000
1033344,0
1033354,0
1033374,0
1033384,86700
1033394,29254
1033414,0
1033423,43000
1033443,14750
1033455,5400
1033463,22397
1033473,38440
1033483,22942
1033493,12478
1033503,33494
1033513,23578
1033523,83198
1033533,50798
1033543,0
1033555,0
1033564,15692
1033573,20500
1033584,18186
1033593,30494
1033603,0
1033613,40025
1033625,43933
1033633,0
1033643,0
1033663,1092
1033673,19143
1033683,-3500
1033693,65000
1033703,1030
1033714,0
1033723,9906
1033733,53182
1033743,0
1033753,10000
1033763,0
1033775,7990
1033783,47854
1033795,0
1033813,90000
1033823,92500
1033833,13950
1033843,12279
1033853,0
1033865,27923
1033873,23770
1033883,129000
1033893,75000
1033903,45200
1033913,0
1033924,41105
1033933,40562
1033943,67674
1033953,19397
1033965,0
1033973,27995
1033993,30000
1034014,-9000
1034023,16041
1034033,23000
1034043,546
1034053,46316
1034063,29738
1034073,0
1034083,0
1034093,14466
1034105,1512
1034113,13780
1034123,0
1034143,62340
1034153,22516
1034163,77000
1034173,0
1034183,75597
1034203,67800
1034213,0
1034223,35665
1034233,54828
1034255,11118
1034263,10854
1034273,45563
1034283,10470
1034293,47565
1034303,35878
1034323,34071
1034333,81596
1034343,26600
1034353,11752
1034363,8900
1034373,26050
1034383,90000
1034393,46123
1034403,9050
1034413,20771
1034423,14400
1034433,36920
1034454,70
1034463,0
1034473,3780
1034484,15360
1034493,37440
1034503,-1900
1034513,49892
1034525,3294
1034533,13386
1034553,20512
1034563,19392
1034573,546
1034583,76240
1034603,0
1034613,28180
1034623,35000
1034633,1200
1034643,0
1034654,12000
1034663,197674
1034673,16127
1034683,64000
1034695,1208
1034703,0
1034713,18360
1034723,36751
1034734,0
1034743,300
1034753,0
1034763,26196
1034783,0
1034793,18980
1034805,45000
1034813,1092
1034825,5436
1034833,1140
1034843,12020
1034853,0
1034873,31750
1034883,27968
1034893,-240
1034903,19904
1034923,0
1034933,62389
1034943,32636
1034953,42000
1034964,0
1034973,17975
1034983,546
1034993,15492
1035003,5021
1035013,1092
1035023,0
1035033,10400
1035053,-2994
1035063,21000
1035073,0
1035113,15980
1035123,63149
1035143,30603
1035153,14292
1035163,22220
1035183,66039
1035193,235027
1035214,240
1035223,13500
1035253,27000
1035263,41760
1035273,10614
1035283,63700
1035303,53419
1035323,71000
1035333,8520
1035344,33800
1035353,23524
1035363,24137
1035373,20000
1035383,8000
1035393,51435
1035404,0
1035413,0
1035423,27964
1035433,55405
1035454,-1718
1035463,103930
1035493,5172
1035503,-5567
1035514,16160
1035525,0
